Emotion ,Type,pcm_intensity_sma_amean,pcm_fftMag_mfcc_sma1_amean,pcm_fftMag_mfcc_sma2_amean,pcm_fftMag_mfcc_sma3_amean,pcm_fftMag_mfcc_sma4_amean,pcm_fftMag_mfcc_sma5_amean,pcm_fftMag_mfcc_sma6_amean,pcm_fftMag_mfcc_sma7_amean,pcm_fftMag_mfcc_sma8_amean,pcm_fftMag_mfcc_sma10_amean,pcm_fftMag_mfcc_sma11_amean,pcm_fftMag_mfcc_sma12_amean,lspFreq_sma0_amean,lspFreq_sma1_amean,lspFreq_sma2_amean,lspFreq_sma3_amean,lspFreq_sma4_amean,lspFreq_sma5_amean,lspFreq_sma6_amean,lspFreq_sma7_amean,pcm_zcr_sma_amean,voiceProb_sma_amean,F0_sma_amean,F0env_sma_amean
happy,1,0,0.302909,0.793623,0.393531,0.452427,0.548182,0.369164,0.564637,0.319599,0.520503,0.352872,0.49929,0.669593,0.667259,0.621082,0.653354,0.486942,0.20447,0.152293,0.677178,0.115077,0.613926,0.331609,0.469208
happy,1,0,0.409242,0.720006,0.337705,0.390683,0.538971,0.355438,0.49981,0.237557,0.596351,0.379096,0.44991,0.503104,0.52629,0.529181,0.602419,0.467705,0.23021,0.099508,0.641856,0.077824,0.651306,0.454046,0.707337
happy,1,0,0.361509,0.726644,0.336192,0.414422,0.491103,0.323584,0.50757,0.258875,0.590448,0.416464,0.503507,0.540759,0.499652,0.577796,0.640168,0.453774,0.191058,0.135144,0.688825,0.083176,0.65762,0.331577,0.517568
happy,1,0,0.384715,0.793585,0.420044,0.432977,0.419146,0.233528,0.475391,0.227843,0.565618,0.439499,0.559916,0.514725,0.540855,0.534872,0.633423,0.450443,0.221949,0.141265,0.685213,0.073895,0.707722,0.383519,0.563438
happy,1,0,0.394889,0.81868,0.413838,0.391352,0.401998,0.243536,0.489606,0.243038,0.480383,0.371835,0.554853,0.489295,0.547,0.57069,0.638057,0.450621,0.17695,0.117177,0.692298,0.072151,0.688927,0.420625,0.640901
happy,1,0,0.400718,0.7647,0.395596,0.384071,0.433135,0.25422,0.48641,0.339834,0.572975,0.364218,0.498472,0.515574,0.517656,0.510261,0.620078,0.466141,0.250218,0.1401,0.699912,0.084878,0.701548,0.483702,0.714772
happy,1,0,0.357272,0.683633,0.466934,0.56151,0.41057,0.118441,0.42034,0.331893,0.388873,0.362801,0.603078,0.53538,0.515713,0.475527,0.605076,0.449864,0.231874,0.119702,0.639975,0.075799,0.643517,0.437032,0.762232
happy,1,0,0.279871,0.821144,0.484672,0.481174,0.477533,0.30459,0.535114,0.291695,0.578174,0.420886,0.553783,0.634626,0.630024,0.596458,0.659043,0.47683,0.231325,0.166554,0.704644,0.093064,0.678829,0.424962,0.726017
happy,1,0,0.420362,0.73237,0.444988,0.470275,0.444363,0.238349,0.482466,0.264687,0.471086,0.376443,0.528903,0.541718,0.504198,0.472983,0.59641,0.466533,0.240095,0.114237,0.644711,0.071811,0.663715,0.386517,0.579495
happy,1,0,0.434723,0.702229,0.355892,0.432185,0.447572,0.233248,0.464091,0.320663,0.556202,0.36436,0.498695,0.51187,0.473004,0.481898,0.625412,0.467585,0.262642,0.163187,0.674594,0.073803,0.666313,0.475125,0.69167
happy,1,0,0.059976,0.61674,0.504064,0.662601,0.51977,0.40084,0.660431,0.343301,0.294412,0.377003,0.634062,0.985174,0.72272,0.810072,0.857574,0.789371,0.56877,0.77002,0.923743,0.462594,0.175883,0,0
happy,1,0,0.321371,0.806969,0.514775,0.482211,0.410808,0.258975,0.499531,0.243052,0.543896,0.4209,0.568116,0.587381,0.581675,0.529086,0.640871,0.462904,0.231581,0.147771,0.701658,0.125801,0.674383,0.448964,0.65586
happy,1,0,0.28934,0.655846,0.475735,0.542225,0.476024,0.258345,0.464951,0.366629,0.513051,0.336127,0.543187,0.60946,0.529367,0.478076,0.569693,0.464894,0.230968,0.14769,0.665463,0.094503,0.616828,0.348578,0.546691
happy,1,0,0.296919,0.740671,0.475917,0.473474,0.44017,0.303255,0.546013,0.336693,0.504386,0.372667,0.561972,0.610369,0.562642,0.509499,0.616824,0.463543,0.233277,0.157938,0.698355,0.119071,0.64727,0.350292,0.57641
happy,1,0,0.281293,0.852666,0.49061,0.480931,0.493808,0.318655,0.532495,0.277911,0.537519,0.392401,0.535705,0.670913,0.669049,0.612017,0.661179,0.47423,0.213638,0.149538,0.705306,0.102244,0.664189,0.344716,0.502264
happy,1,0,0.289361,0.792397,0.440337,0.479598,0.518534,0.309993,0.497057,0.282209,0.595429,0.412248,0.52919,0.60286,0.654537,0.59751,0.658671,0.465721,0.21297,0.14991,0.687518,0.103025,0.598664,0.312387,0.460929
happy,1,0,0.286581,0.823046,0.443739,0.433423,0.510206,0.351257,0.556943,0.286782,0.587053,0.412665,0.543078,0.65315,0.65356,0.600394,0.665384,0.475531,0.238596,0.172138,0.711595,0.107226,0.602742,0.326932,0.462033
happy,1,0,0.295578,0.817764,0.464596,0.456766,0.467259,0.307884,0.517826,0.277762,0.540958,0.406268,0.551379,0.628932,0.650367,0.610946,0.669746,0.47299,0.228493,0.162639,0.695829,0.095674,0.61837,0.305656,0.460333
happy,1,0,0.324989,0.758551,0.447148,0.434758,0.440673,0.166928,0.456518,0.348359,0.558698,0.358965,0.550829,0.568865,0.543779,0.516184,0.595429,0.45844,0.226166,0.054893,0.634696,0.081852,0.716607,0.388954,0.549035
happy,1,0,0.312915,0.754026,0.389365,0.423409,0.521543,0.359919,0.513646,0.245783,0.617662,0.440004,0.518819,0.581597,0.586446,0.563949,0.631878,0.459894,0.218737,0.123416,0.67918,0.098485,0.607224,0.314065,0.486915
happy,1,0,0.385131,0.770457,0.380547,0.337927,0.474326,0.358379,0.46644,0.265672,0.560598,0.437751,0.541683,0.521965,0.535989,0.507716,0.606326,0.456429,0.212602,0.141294,0.698129,0.084325,0.695767,0.36591,0.531486
happy,1,0,0.431464,0.705042,0.370377,0.479777,0.469158,0.19055,0.448922,0.280637,0.506292,0.355456,0.514076,0.506378,0.51103,0.490302,0.61015,0.459095,0.254226,0.116602,0.638242,0.071014,0.674283,0.384041,0.5589
happy,1,0,0.304448,0.793205,0.40898,0.422441,0.486335,0.31502,0.51665,0.241848,0.621963,0.451779,0.530191,0.559628,0.614245,0.583664,0.64041,0.456422,0.192523,0.132783,0.681399,0.084417,0.664896,0.366524,0.578768
happy,1,0,0.360801,0.731723,0.446186,0.569297,0.452264,0.156881,0.434207,0.299237,0.526962,0.358597,0.541655,0.569537,0.517747,0.511388,0.631249,0.447478,0.22636,0.149289,0.670281,0.082684,0.636361,0.347556,0.576252
happy,1,0,0.342158,0.753007,0.487518,0.464009,0.398021,0.228603,0.43931,0.27644,0.47956,0.382004,0.559058,0.573883,0.54871,0.482648,0.59544,0.450458,0.198099,0.124502,0.679717,0.08379,0.625047,0.411364,0.768645
happy,1,0,0.403526,0.763654,0.337299,0.337154,0.481849,0.354265,0.524173,0.251799,0.675682,0.447862,0.518572,0.517062,0.499331,0.528329,0.629415,0.454149,0.247868,0.159212,0.70215,0.082848,0.607617,0.315632,0.464792
happy,1,0,0.34617,0.869479,0.480581,0.415916,0.411919,0.246563,0.494299,0.232114,0.563111,0.39723,0.531117,0.521956,0.602542,0.586004,0.648366,0.458221,0.229289,0.145627,0.677115,0.078396,0.738334,0.481223,0.681492
happy,1,0,0.342488,0.781946,0.391577,0.436857,0.507532,0.345886,0.529492,0.30599,0.649811,0.41853,0.508056,0.55408,0.646991,0.601413,0.654308,0.465102,0.214667,0.163668,0.672126,0.088148,0.578915,0.294783,0.446178
happy,1,0,0.352411,0.758496,0.40161,0.448842,0.451794,0.239903,0.458321,0.280819,0.646043,0.421682,0.495573,0.559898,0.531035,0.546406,0.63654,0.450986,0.208866,0.150564,0.694767,0.083138,0.718829,0.39595,0.56157
happy,1,0,0.341102,0.667402,0.361365,0.567064,0.52228,0.161346,0.443591,0.398521,0.46887,0.365948,0.550819,0.570053,0.49187,0.559581,0.627336,0.470226,0.221181,0.160429,0.625899,0.0845,0.611607,0.371395,0.565583
happy,1,0,0.338613,0.738816,0.455297,0.482188,0.379604,0.228399,0.56355,0.303833,0.562769,0.476244,0.581152,0.615592,0.516493,0.502267,0.617775,0.443964,0.268441,0.150519,0.694049,0.094328,0.698425,0.386957,0.582306
happy,1,0,0.316822,0.690002,0.362062,0.506022,0.594013,0.409082,0.505927,0.244683,0.628224,0.419537,0.496543,0.571877,0.561793,0.555136,0.637077,0.468316,0.233262,0.188457,0.669206,0.103453,0.596084,0.303887,0.465614
happy,1,0,0.34733,0.703695,0.309887,0.403532,0.556483,0.419847,0.557443,0.258519,0.626077,0.369888,0.461097,0.503311,0.52479,0.560695,0.624388,0.456264,0.243068,0.117664,0.675103,0.083345,0.660805,0.370805,0.547062
happy,1,0,0.338614,0.72731,0.350059,0.415192,0.525246,0.391593,0.574064,0.26773,0.603818,0.415656,0.497549,0.557481,0.527072,0.558507,0.618075,0.464182,0.274497,0.144398,0.68002,0.088117,0.674495,0.425142,0.670502
happy,1,0,0.324797,0.730907,0.360306,0.43157,0.520163,0.365304,0.575201,0.29044,0.560482,0.391268,0.517676,0.545102,0.549575,0.559514,0.633054,0.463873,0.218654,0.132705,0.688056,0.093534,0.656316,0.435015,0.691227
happy,1,0,0.355087,0.725347,0.390635,0.454688,0.496148,0.340051,0.583977,0.319966,0.528655,0.365373,0.543711,0.503234,0.538298,0.526987,0.621517,0.449249,0.246391,0.169234,0.709707,0.078522,0.672683,0.402417,0.717897
happy,1,0,0.288957,0.819368,0.45726,0.447134,0.473003,0.3133,0.541016,0.275899,0.587193,0.416191,0.551811,0.620486,0.639902,0.602069,0.670133,0.479039,0.246125,0.170472,0.704461,0.104868,0.641486,0.349811,0.591083
happy,1,0,0.28464,0.731245,0.449893,0.500041,0.481675,0.338058,0.537434,0.268995,0.59226,0.400584,0.55777,0.594066,0.547322,0.525073,0.63843,0.461273,0.216429,0.155998,0.700611,0.098311,0.644669,0.357108,0.496051
happy,1,0,0.391472,0.857823,0.465775,0.390937,0.42086,0.286543,0.529492,0.230667,0.562881,0.369433,0.551083,0.516949,0.541941,0.554834,0.637287,0.454376,0.217464,0.136523,0.681479,0.079209,0.763258,0.463855,0.656813
happy,1,0,0.277537,0.855044,0.486259,0.45855,0.479007,0.316846,0.580282,0.297605,0.586857,0.421234,0.547537,0.683639,0.68547,0.620033,0.680979,0.496863,0.251762,0.167862,0.70511,0.136319,0.611861,0.326379,0.461363
happy,1,0,0.300715,0.852291,0.474142,0.43798,0.465445,0.330885,0.587248,0.286607,0.53165,0.388921,0.527711,0.642273,0.66973,0.606578,0.669734,0.482695,0.225452,0.157072,0.705822,0.102953,0.6351,0.319019,0.460487
happy,1,0,0.283134,0.839492,0.457124,0.436755,0.490012,0.345166,0.574615,0.298024,0.57589,0.394321,0.520285,0.675463,0.664379,0.602741,0.654447,0.471882,0.209426,0.154599,0.703575,0.108954,0.618928,0.326216,0.461097
happy,1,0,0.370156,0.85575,0.497291,0.414024,0.432141,0.27708,0.566969,0.275976,0.543536,0.349972,0.508776,0.533685,0.598493,0.538438,0.617043,0.458848,0.246649,0.10088,0.665444,0.113635,0.747664,0.438596,0.625209
happy,1,0,0.333776,0.774104,0.391677,0.61889,0.690381,0.444855,0.683664,0.513369,0.469979,0.482131,0.522976,0.694406,0.794853,0.782996,0.77892,0.627747,0.415511,0.789313,0.915574,0.399145,0.251792,0,0
happy,1,0,0.258657,0.851368,0.477637,0.486498,0.487636,0.32328,0.587415,0.324065,0.582423,0.414752,0.527721,0.733229,0.715811,0.644764,0.688651,0.535898,0.312084,0.168628,0.674653,0.27288,0.560888,0.327201,0.462339
happy,1,0,0.352664,0.886166,0.510921,0.38894,0.488648,0.306454,0.462257,0.373575,0.631371,0.40477,0.483951,0.538295,0.631006,0.515425,0.611933,0.427969,0.238354,0.145612,0.693012,0.095834,0.685993,0.344985,0.511111
happy,1,0,0.253585,0.895844,0.47778,0.484808,0.474483,0.312179,0.549592,0.330429,0.598261,0.416843,0.527281,0.712781,0.675162,0.606745,0.628736,0.449922,0.189701,0.077443,0.67253,0.119536,0.644469,0.344291,0.537578
happy,1,0,0.348532,0.893925,0.536363,0.472212,0.440638,0.323555,0.561481,0.296671,0.539655,0.427888,0.529951,0.554474,0.620871,0.567841,0.630095,0.457801,0.244962,0.132583,0.692947,0.09482,0.707452,0.372749,0.53629
happy,1,0,0.262825,0.853188,0.486518,0.489905,0.50408,0.346488,0.598195,0.339866,0.578124,0.406929,0.544229,0.69949,0.681193,0.614096,0.653086,0.491019,0.307922,0.181342,0.709493,0.117297,0.658794,0.464008,0.789048
happy,1,0,0.340587,0.828071,0.43547,0.417892,0.486827,0.334316,0.546471,0.408209,0.578214,0.381007,0.469054,0.548329,0.589602,0.541353,0.585496,0.421701,0.22347,0.146784,0.673905,0.096986,0.684791,0.346504,0.518815
happy,1,0,0.309733,0.843766,0.472688,0.456518,0.478301,0.336614,0.613923,0.35682,0.57912,0.397245,0.519712,0.604847,0.634857,0.588223,0.63812,0.472124,0.234332,0.155815,0.699104,0.107409,0.621164,0.301568,0.433412
happy,1,0,0.371742,0.831667,0.458704,0.463745,0.498019,0.385449,0.584085,0.360383,0.584887,0.411436,0.498368,0.551446,0.552048,0.566832,0.614316,0.456264,0.306381,0.165162,0.706258,0.09839,0.661288,0.319065,0.490548
happy,1,0,0.274025,0.838834,0.47822,0.50431,0.505627,0.336481,0.59525,0.359363,0.60895,0.393117,0.550186,0.645927,0.682054,0.627487,0.671835,0.51315,0.327228,0.17997,0.713581,0.113742,0.663495,0.467098,0.833674
happy,1,0,0.338563,0.838097,0.424186,0.421927,0.47538,0.367665,0.559108,0.326429,0.591006,0.417115,0.496868,0.557238,0.604673,0.591933,0.629689,0.45443,0.233159,0.147713,0.688851,0.092111,0.658104,0.353992,0.531702
happy,1,0,0.346247,0.885619,0.512214,0.497712,0.441056,0.293636,0.539461,0.280652,0.556902,0.437011,0.535709,0.539971,0.620059,0.5896,0.624465,0.454441,0.262664,0.155843,0.687658,0.089315,0.70601,0.374514,0.539981
happy,1,0,0.302861,0.851951,0.511833,0.478097,0.430754,0.269565,0.549782,0.321009,0.573643,0.463778,0.541046,0.604996,0.617131,0.55424,0.600264,0.430283,0.161858,0.075569,0.689613,0.100783,0.675108,0.350077,0.516391
happy,1,0,0.282807,0.890926,0.50338,0.512978,0.512664,0.354839,0.607022,0.333071,0.648399,0.448318,0.561418,0.628808,0.73151,0.6451,0.700248,0.542796,0.344909,0.189192,0.715607,0.118255,0.668809,0.512382,0.868463
happy,1,0,0.383038,0.870567,0.484596,0.408234,0.451646,0.309005,0.604551,0.339615,0.630539,0.416567,0.514884,0.531208,0.566224,0.568489,0.627112,0.48816,0.297313,0.170918,0.703539,0.095758,0.64941,0.333545,0.469443
happy,1,0,0.285105,0.869393,0.502386,0.508136,0.504242,0.350917,0.611397,0.333808,0.627474,0.424517,0.546852,0.618088,0.712978,0.642764,0.699111,0.5521,0.352809,0.19121,0.722766,0.128525,0.623882,0.402749,0.621233
happy,1,0,0.339851,0.872767,0.459657,0.42156,0.464841,0.350715,0.541084,0.262508,0.578483,0.463316,0.497674,0.543785,0.637611,0.570288,0.610784,0.431821,0.245504,0.152539,0.691525,0.088365,0.70219,0.377328,0.566377
happy,1,0,0.305696,0.794839,0.582981,0.804863,0.752055,0.662882,0.834596,0.614773,0.670368,0.556613,0.594516,0.581139,0.778461,0.889193,0.90553,0.86482,0.877452,0.865082,0.944649,0.187581,0.458374,0.461505,0.825804
happy,1,0,0.335743,0.830073,0.490647,0.44962,0.448407,0.344898,0.571799,0.306564,0.609858,0.42453,0.554473,0.612632,0.622468,0.615017,0.693119,0.551238,0.35187,0.192028,0.719197,0.136945,0.652876,0.392504,0.638423
happy,1,0,0.325323,0.85439,0.493537,0.454313,0.457063,0.32104,0.541183,0.311581,0.605236,0.423917,0.497223,0.601499,0.61652,0.563701,0.633915,0.439961,0.217625,0.148418,0.697436,0.098219,0.669438,0.3422,0.51556
happy,1,0,0.340638,0.819753,0.461002,0.447323,0.455933,0.336252,0.613658,0.316619,0.572,0.423954,0.489407,0.574917,0.599694,0.577994,0.629751,0.477576,0.29441,0.161947,0.693423,0.107345,0.660177,0.389381,0.646502
happy,1,0,0.339209,0.834957,0.456505,0.45589,0.463988,0.352876,0.60811,0.32476,0.604298,0.441708,0.520522,0.604398,0.608726,0.600397,0.657823,0.472296,0.249806,0.163836,0.707484,0.135678,0.628585,0.326504,0.461505
happy,1,0,0.444627,0.760055,0.458959,0.436526,0.396356,0.321062,0.500013,0.283082,0.480438,0.373692,0.534043,0.539174,0.53502,0.483243,0.618891,0.508967,0.316652,0.166593,0.69592,0.084019,0.761165,0.465238,0.659611
happy,1,0,0.375711,0.759191,0.491958,0.470244,0.417506,0.326759,0.554513,0.266711,0.567183,0.42114,0.529621,0.587957,0.556482,0.495784,0.649297,0.521672,0.328274,0.172692,0.710435,0.101434,0.643104,0.345127,0.586682
happy,1,0,0.340428,0.788863,0.524269,0.480796,0.438849,0.334437,0.546737,0.257536,0.572196,0.426012,0.557169,0.618441,0.569545,0.536165,0.668311,0.531833,0.338056,0.177396,0.710018,0.103903,0.68742,0.386295,0.63133
happy,1,0,0.412702,0.777509,0.480286,0.386128,0.367942,0.31,0.524177,0.315215,0.55071,0.408451,0.553113,0.523935,0.546488,0.493138,0.612255,0.505914,0.309418,0.170183,0.696381,0.085133,0.719795,0.497631,0.730363
happy,1,0,0.275545,0.839164,0.508414,0.493671,0.468572,0.338823,0.572687,0.305524,0.613795,0.438857,0.558462,0.682551,0.656647,0.625454,0.675713,0.506101,0.27,0.15911,0.708578,0.122295,0.673174,0.46896,0.787316
happy,1,0,0.410143,0.80599,0.461149,0.385326,0.415166,0.346986,0.546985,0.272298,0.493603,0.367711,0.516481,0.531541,0.541269,0.523888,0.624597,0.512712,0.321826,0.170503,0.70552,0.093812,0.720537,0.453089,0.654785
happy,1,0,0.433224,0.747235,0.448939,0.416382,0.421487,0.334129,0.562701,0.317015,0.463699,0.399577,0.545267,0.545306,0.52994,0.484604,0.624623,0.51657,0.314311,0.1655,0.698854,0.086121,0.765123,0.458677,0.649068
happy,1,0,0.322693,0.816059,0.499382,0.45389,0.458663,0.351994,0.563661,0.285931,0.578586,0.421928,0.55983,0.634413,0.606425,0.597136,0.684828,0.530439,0.349353,0.18668,0.716642,0.112457,0.642523,0.343619,0.480841
happy,1,0,0.413308,0.814078,0.51822,0.397763,0.370157,0.301883,0.52003,0.277509,0.565398,0.408708,0.523922,0.517015,0.563463,0.501572,0.635959,0.523363,0.323348,0.167137,0.696429,0.091787,0.752517,0.461113,0.648989
happy,1,0,0.408069,0.776005,0.449552,0.423832,0.459794,0.355743,0.4961,0.254654,0.558399,0.416734,0.547758,0.550889,0.527983,0.519139,0.642443,0.515949,0.317711,0.170446,0.699904,0.088541,0.725883,0.479687,0.689878
happy,1,0,0.420826,0.793276,0.512711,0.416455,0.399369,0.312459,0.504254,0.27739,0.495271,0.399543,0.536936,0.529582,0.565441,0.486507,0.632727,0.520958,0.324251,0.173755,0.710262,0.094866,0.749822,0.467213,0.66716
happy,1,0,0.414183,0.813251,0.521522,0.404619,0.34988,0.305421,0.49296,0.302513,0.542915,0.414071,0.561881,0.513714,0.55303,0.50312,0.630271,0.499016,0.321694,0.176671,0.715026,0.092523,0.749532,0.442886,0.619583
happy,1,0,0.362583,0.79642,0.495388,0.461398,0.445306,0.326753,0.564796,0.325971,0.508529,0.41193,0.567546,0.59443,0.566284,0.543699,0.673606,0.534,0.341746,0.175941,0.709513,0.101309,0.691918,0.389769,0.612901
happy,1,0,0.357564,0.820419,0.518851,0.446238,0.451504,0.353551,0.549708,0.26909,0.542505,0.40734,0.543818,0.60211,0.595918,0.553035,0.690467,0.537834,0.350037,0.183937,0.719283,0.100142,0.686204,0.493395,0.773198
happy,1,0,0.303709,0.812363,0.52461,0.484262,0.476313,0.369566,0.580362,0.298677,0.607275,0.449563,0.578103,0.657733,0.606028,0.600749,0.695993,0.542948,0.355432,0.189607,0.720237,0.110167,0.671975,0.510666,0.862807
happy,1,0,0.307012,0.844831,0.492432,0.501202,0.478568,0.36007,0.58477,0.327476,0.618601,0.403639,0.553614,0.632322,0.6377,0.619438,0.642121,0.469892,0.290894,0.167375,0.713137,0.125199,0.659783,0.446301,0.777513
happy,1,0,0.348347,0.822919,0.499717,0.468043,0.450095,0.340137,0.549102,0.303815,0.568657,0.420207,0.532447,0.580905,0.595451,0.56978,0.656198,0.486765,0.302033,0.169919,0.713634,0.101656,0.667869,0.352883,0.517596
happy,1,0,0.323687,0.812302,0.502513,0.450119,0.456329,0.366259,0.574954,0.298265,0.61545,0.450529,0.575422,0.62401,0.600533,0.573637,0.676552,0.519241,0.340643,0.182568,0.716285,0.103632,0.669842,0.472712,0.737929
happy,1,0,0.293492,0.718946,0.531425,0.459365,0.456069,0.329724,0.559793,0.366893,0.544509,0.438826,0.57596,0.628987,0.577337,0.488194,0.559466,0.502598,0.290468,0.160757,0.699681,0.112697,0.624613,0.366222,0.506288
happy,1,0,0.220968,0.838943,0.480155,0.454348,0.453399,0.276312,0.554485,0.322808,0.604158,0.430635,0.551943,0.707278,0.641754,0.599149,0.624988,0.439665,0.147273,0.033127,0.67317,0.119845,0.614207,0.325417,0.46027
happy,1,0,0.342106,0.769918,0.463461,0.485542,0.451172,0.31699,0.542872,0.343163,0.572343,0.460237,0.575409,0.585072,0.558058,0.537169,0.634308,0.493889,0.314352,0.166575,0.699311,0.09575,0.66573,0.380195,0.61601
happy,1,0,0.339151,0.82849,0.425949,0.434936,0.462294,0.341,0.527363,0.319998,0.551652,0.398817,0.491717,0.563301,0.584208,0.565387,0.612208,0.429855,0.206659,0.12742,0.674651,0.105986,0.685266,0.368775,0.539046
happy,1,0,0.348094,0.836531,0.492571,0.489832,0.46886,0.323874,0.557871,0.280933,0.66179,0.394348,0.523884,0.574704,0.586096,0.551163,0.621773,0.444229,0.234977,0.1538,0.687704,0.095007,0.679029,0.366905,0.547226
happy,1,0,0.28683,0.891959,0.497541,0.49856,0.502347,0.316679,0.573054,0.329401,0.615932,0.416408,0.54415,0.654246,0.691934,0.607224,0.654274,0.479769,0.232712,0.144871,0.712194,0.113017,0.643553,0.386349,0.67453
happy,1,0,0.395725,0.87072,0.489947,0.447905,0.441803,0.342865,0.533824,0.315995,0.624992,0.431364,0.534265,0.524426,0.574531,0.595174,0.635342,0.462814,0.313437,0.168238,0.704701,0.093881,0.675722,0.345021,0.503644
happy,1,0,0.316127,0.847745,0.504357,0.504185,0.399424,0.255051,0.538336,0.272383,0.557211,0.422566,0.537541,0.592336,0.585817,0.571425,0.59982,0.433194,0.18626,0.075623,0.679509,0.090551,0.717917,0.397026,0.573625
happy,1,0,0.326402,0.834346,0.508339,0.507664,0.396655,0.259807,0.546475,0.284745,0.53022,0.442203,0.552864,0.588414,0.583616,0.541757,0.602954,0.414239,0.182371,0.129216,0.682743,0.086098,0.714427,0.386305,0.567995
happy,1,0,0.362708,0.802183,0.440698,0.407805,0.443333,0.380366,0.541767,0.33238,0.552897,0.394059,0.451296,0.548216,0.567764,0.513669,0.593675,0.40656,0.223819,0.140905,0.688561,0.095045,0.699539,0.365859,0.546754
happy,1,0,0.351437,0.837898,0.443331,0.369255,0.439377,0.400092,0.551467,0.265306,0.565931,0.455989,0.499567,0.537593,0.559099,0.532326,0.584034,0.393988,0.225214,0.151413,0.698363,0.097338,0.709172,0.376012,0.545182
happy,1,0,0.334489,0.855361,0.500483,0.460448,0.439955,0.343488,0.579613,0.271676,0.629814,0.419642,0.52582,0.593011,0.609094,0.600819,0.656183,0.502253,0.333855,0.172251,0.702788,0.106733,0.637648,0.326567,0.461615
happy,1,0,0.3013,0.823123,0.511509,0.489785,0.477318,0.38417,0.59349,0.293622,0.610441,0.437518,0.568013,0.646668,0.615788,0.618422,0.684539,0.54469,0.349665,0.193938,0.720185,0.109126,0.659726,0.420855,0.734934
happy,1,0,0.279054,0.881506,0.513878,0.504129,0.485607,0.348282,0.593638,0.329231,0.645398,0.438139,0.560188,0.614836,0.702808,0.640929,0.682592,0.531598,0.35075,0.188323,0.72007,0.117457,0.671135,0.467032,0.809641
happy,1,0,0.242197,0.812141,0.444309,0.474372,0.495934,0.337796,0.577296,0.340699,0.591973,0.37469,0.542063,0.656776,0.644353,0.591323,0.610097,0.44112,0.178251,0.079696,0.692017,0.122329,0.597876,0.326572,0.461621
happy,1,0,0.283954,0.86399,0.412728,0.439175,0.447366,0.342561,0.541599,0.280683,0.599521,0.40242,0.499941,0.669028,0.684002,0.613801,0.623795,0.438914,0.16613,0.085362,0.677892,0.117794,0.658862,0.376301,0.583304
happy,1,0,0.335668,0.842429,0.463945,0.446612,0.448414,0.34842,0.527143,0.318353,0.572971,0.397046,0.501018,0.577215,0.605655,0.581116,0.62992,0.447233,0.239278,0.151513,0.688747,0.091429,0.669291,0.35317,0.55128
happy,1,0,0.318636,0.847007,0.487155,0.507916,0.407477,0.262376,0.515786,0.26186,0.551039,0.426534,0.521795,0.581343,0.587468,0.567435,0.59641,0.406966,0.181732,0.115463,0.683359,0.090539,0.711782,0.388198,0.55788
happy,1,0,0.327431,0.863364,0.453998,0.476584,0.459636,0.325155,0.528841,0.271408,0.582118,0.41272,0.515338,0.568543,0.637586,0.59758,0.616949,0.437553,0.173337,0.124848,0.687802,0.09897,0.660645,0.335946,0.51842
happy,1,0,0.347126,0.834776,0.484597,0.445812,0.443963,0.314032,0.474535,0.327688,0.566119,0.412551,0.486947,0.564018,0.58746,0.520711,0.608926,0.411607,0.22832,0.137803,0.679644,0.097188,0.70869,0.391536,0.563439
happy,1,0,0.276395,0.872934,0.515727,0.47752,0.484539,0.342782,0.588265,0.28933,0.626883,0.430785,0.5613,0.674612,0.67346,0.621611,0.674429,0.512321,0.313099,0.178864,0.710834,0.121696,0.648751,0.391683,0.658392
happy,1,0,0.33429,0.825079,0.442636,0.473656,0.434086,0.345565,0.502703,0.270225,0.613383,0.430495,0.499525,0.567636,0.58749,0.565366,0.607712,0.400523,0.163342,0.135118,0.693411,0.099981,0.676958,0.370855,0.543146
happy,1,0,0.388329,0.80056,0.4454,0.457025,0.414766,0.348522,0.57552,0.261663,0.63728,0.448257,0.484749,0.546461,0.545164,0.516977,0.608449,0.427383,0.260767,0.148259,0.685786,0.095941,0.704544,0.38944,0.554566
happy,1,0,0.276576,0.87014,0.446412,0.485651,0.444068,0.302402,0.525706,0.298757,0.598229,0.410183,0.525676,0.682545,0.672058,0.604735,0.623451,0.429932,0.173964,0.109598,0.678285,0.118103,0.646294,0.337421,0.521849
happy,1,0,0.327844,0.856574,0.528466,0.50591,0.412666,0.289553,0.561892,0.271193,0.532013,0.426839,0.54433,0.570411,0.618081,0.576819,0.635442,0.465488,0.30484,0.166795,0.700172,0.091123,0.693537,0.390666,0.572661
happy,1,0,0.374349,0.838751,0.47777,0.482552,0.437474,0.306698,0.529819,0.295866,0.624417,0.420428,0.485751,0.552923,0.570193,0.557996,0.633363,0.448322,0.258434,0.159774,0.695258,0.090242,0.687045,0.358465,0.535306
happy,1,0,0.366769,0.858185,0.48635,0.438519,0.438662,0.354334,0.552895,0.253914,0.591144,0.420975,0.500348,0.540605,0.574606,0.550548,0.616623,0.424332,0.258823,0.153689,0.6907,0.091271,0.693786,0.364257,0.538001
happy,1,0,0.326693,0.85546,0.526384,0.476165,0.423059,0.303794,0.537565,0.297321,0.560946,0.393223,0.511876,0.607625,0.598034,0.520292,0.597112,0.397671,0.232609,0.147028,0.694118,0.097052,0.699769,0.368217,0.536243
